French Montana, Young Thug	0	10	0	0	0
French Montana, Marc E. Bassy	0	10	0	0	0
French Montana, Alkaline	0	10	0	0	0
Young Thug	0	10	0	0	0
Young Thug, Yak Gotti, Duke, PeeWee Roscoe	0	10	0	0	0
Jaden Smith	0	10	0	0	0
Jaden Smith, A$AP Rocky	0	10	0	0	0
Jaden Smith, Raury	0	10	0	0	0
Cardi B	0	10	0	0	0
Cardi B, Migos	0	10	0	0	0
Cardi B, Chance the Rapper	0	10	0	0	0
Cardi B, Bad Bunny, J Balvin	0	10	0	0	0
Cardi B, Kehlani	0	10	0	0	0
Cardi B, 21 Savage	0	10	0	0	0
Cardi B, YG	0	10	0	0	0
Cardi B, SZA	0	10	0	0	0
Lil Mosey	0	10	0	0	0
Lil Mosey, BlocBoy JB	0	10	0	0	0
Meek Mill	0	10	0	0	0
Meek Mill, Anuel Aa, Fabolous	0	10	0	0	0
Meek Mill, Cardi B	0	10	0	0	0
Meek Mill, JAY Z, Rick Ross	0	10	0	0	0
Meek Mill, Future, Roddy Ricch, Young Thug	0	10	0	0	0
Meek Mill, Drake	0	10	0	0	0
Meek Mill, Kodak Black	0	10	0	0	0
Meek Mill, Ella Mai	0	10	0	0	0
Meek Mill, 21 Savage	0	10	0	0	0
Meek Mill, Melii	0	10	0	0	0
Meek Mill, Jeremih, PnB Rock	0	10	0	0	0
Travis Scott	0	10	0	0	0
Future, Young Thug	0	10	0	0	0
Future, Young Thug, Offset	0	10	0	0	0
Guns N' Roses	0	0	0	10	0
Van Halen	0	0	0	10	0
Scorpions	0	0	0	10	0
Mötley Crüe	0	0	0	10	0
Def Leppard	0	0	0	10	0
Def Leppard, Robert John Mutt" Lange"	0	0	0	10	0
Whitesnake	0	0	0	10	0
Ozzy Osbourne	0	0	0	10	0
Randy Rhodes	0	0	0	10	0
Bon Jovi	0	0	0	10	0
Winger	0	0	0	10	0
Dio	0	0	0	10	0
Quiet Riot	0	0	0	10	0
KISS	0	0	0	10	0
Europe	0	0	0	10	0
Skid Row	0	0	0	10	0
Aerosmith	0	0	0	10	0
Alice Cooper	0	0	0	10	0
XYZ	0	0	0	10	0
Vixen	0	0	0	10	0
Judas Priest	0	0	0	10	0
Dokken	0	0	0	10	0
Rush	0	0	0	10	0
